Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-1_Full64; Runtime version N-2017.12-SP2-1_Full64;  Mar 15 15:50 2020
start
Time|reset|load_in|CDB_PRF_idx|CDB_valid|opa_in|opa_valid_in|opb_in|opb_valid_in|opa_out|opb_out|num_is_free|is_free_hub|ready_hub|reset_hub
   0  x    x      xx        xxx   xxxxxxxx     x     xxxxxxxx     x    xxxxxxxx   xxxxxxxx      x    xxxxxxxxxxxxxxxx    xxxxxxxxxxxxxxxx     xxxxxxxxxxxxxxxx
  10  1    0      xx        xxx   xxxxxxxx     x     xxxxxxxx     x    00000000   00000000      x    xxxxxxxxxxxxxxxx    xxxxxxxxxxxxxxxx     1111111111111111
4306  0    1      1a        000   ecf26ed9     1     00000019     0    6bc0b3d7   164c172c      1    0000000000100000    0000000011010000     0000000011010000
4310  0    1      19        111   20048b40     1     7c23eff8     1    6bc0b3d7   164c172c      1    0000000000100000    0000000011010000     0000000011010000
4316  0    1      19        111   20048b40     1     7c23eff8     1    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
4320  0    1      19        000   0000000b     0     00000014     0    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
4326  0    1      19        000   0000000b     0     00000014     0    3ecc457d   00000000      1    0000000000100000    0011111111011110     0011000000000010
4330  0    1      0b        111   06c73b0d     1     00000014     0    3ecc457d   00000000      1    0000000000100000    0011111111011110     0011000000000010
4336  0    1      0b        111   06c73b0d     1     00000014     0    3ecc457d   00000000      1    0000000000100000    0000111111011100     0000110000000100
4340  0    1      0b        000   06c73b0d     1     00000014     0    3ecc457d   00000000      1    0000000000100000    0000111111011100     0000110000000100
4346  0    1      0b        000   06c73b0d     1     00000014     0    3ecc457d   00000000      1    0000000000100000    0000001111011000     0000001100001000
4356  0    1      0b        000   06c73b0d     1     00000014     0    d1b31ca3   f12feae2      1    0000000000100000    0000000011010000     0000000011010000
4360  0    1      14        111   b4084468     1     5e1f11bc     1    d1b31ca3   f12feae2      1    0000000000100000    0000000011010000     0000000011010000
4366  0    1      14        111   b4084468     1     5e1f11bc     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4370  0    1      14        000   00000009     0     00000025     0    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4376  0    1      14        000   00000009     0     00000025     0    d8c65eb1   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4380  0    1      09        111   987aa230     1     00000025     0    d8c65eb1   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4386  0    1      09        111   987aa230     1     00000025     0    d8c65eb1   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4390  0    1      09        000   987aa230     1     00000025     0    d8c65eb1   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4396  0    1      09        000   987aa230     1     00000025     0    d8c65eb1   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
4406  0    1      09        000   987aa230     1     00000025     0    8ae99c15   e959f0d2      1    0000000000100000    0000000011010000     0000000011010000
4410  0    1      25        111   8e2f6c1c     1     83cfa407     1    8ae99c15   e959f0d2      1    0000000000100000    0000000011010000     0000000011010000
4416  0    1      25        111   8e2f6c1c     1     83cfa407     1    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4420  0    1      25        000   0000002c     0     00000012     0    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4426  0    1      25        000   0000002c     0     00000012     0    a8575c50   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4430  0    1      2c        111   9669b82c     1     00000012     0    a8575c50   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4436  0    1      2c        111   9669b82c     1     00000012     0    a8575c50   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4440  0    1      2c        000   9669b82c     1     00000012     0    a8575c50   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4446  0    1      2c        000   9669b82c     1     00000012     0    a8575c50   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
4456  0    1      2c        000   9669b82c     1     00000012     0    9ac1ca35   23e70b47      1    0000000000100000    0000000011010000     0000000011010000
4460  0    1      12        111   03b74307     1     ec79acd8     1    9ac1ca35   23e70b47      1    0000000000100000    0000000011010000     0000000011010000
4466  0    1      12        111   03b74307     1     ec79acd8     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4470  0    1      12        000   00000012     0     00000016     0    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4476  0    1      12        000   00000012     0     00000016     0    576d0dae   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4480  0    1      12        111   b307d866     1     00000016     0    576d0dae   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4486  0    1      12        111   b307d866     1     00000016     0    576d0dae   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4490  0    1      12        000   b307d866     1     00000016     0    576d0dae   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4496  0    1      12        000   b307d866     1     00000016     0    576d0dae   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
4506  0    1      12        000   b307d866     1     00000016     0    f42872e8   07d7b30f      1    0000000000100000    0000000011010000     0000000011010000
4510  0    1      16        111   42e7a585     1     fc48f2f8     1    f42872e8   07d7b30f      1    0000000000100000    0000000011010000     0000000011010000
4516  0    1      16        111   42e7a585     1     fc48f2f8     1    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4520  0    1      16        000   00000015     0     00000029     0    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4526  0    1      16        000   00000015     0     00000029     0    e9f8b6d3   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4530  0    1      15        111   f52d86ea     1     00000029     0    e9f8b6d3   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4536  0    1      15        111   f52d86ea     1     00000029     0    e9f8b6d3   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4540  0    1      15        000   f52d86ea     1     00000029     0    e9f8b6d3   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4546  0    1      15        000   f52d86ea     1     00000029     0    e9f8b6d3   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
4556  0    1      15        000   f52d86ea     1     00000029     0    6b0367d6   42c76585      1    0000000000100000    0000000011010000     0000000011010000
4560  0    1      29        111   cfa26a9f     1     ffbbeeff     1    6b0367d6   42c76585      1    0000000000100000    0000000011010000     0000000011010000
4566  0    1      29        111   cfa26a9f     1     ffbbeeff     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4570  0    1      29        000   0000002a     0     0000002c     0    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4576  0    1      29        000   0000002a     0     0000002c     0    e19982c3   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4580  0    1      2a        111   40725980     1     0000002c     0    e19982c3   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4586  0    1      2a        111   40725980     1     0000002c     0    e19982c3   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4590  0    1      2a        000   40725980     1     0000002c     0    e19982c3   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4596  0    1      2a        000   40725980     1     0000002c     0    e19982c3   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
4606  0    1      2a        000   40725980     1     0000002c     0    6a9e65d5   d222f4a4      1    0000000000100000    0000000011010000     0000000011010000
4610  0    1      2c        111   3431cd68     1     3479a568     1    6a9e65d5   d222f4a4      1    0000000000100000    0000000011010000     0000000011010000
4616  0    1      2c        111   3431cd68     1     3479a568     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
4620  0    1      2c        000   00000032     0     00000008     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
